City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Mumbai,2017-05-10,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-11,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-12,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-13,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-14,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-15,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-16,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-17,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-18,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-19,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-20,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-21,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-22,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-23,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-24,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-25,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-26,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-27,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-28,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-29,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-30,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-05-31,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-01,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-02,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-03,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-04,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-05,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-06,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-07,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-08,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-09,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-10,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-11,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-12,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-13,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-14,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-15,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-16,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-17,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-18,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-19,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-20,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-21,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-22,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-23,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-24,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-25,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-26,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-27,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-28,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-29,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-30,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-01,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-02,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-03,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-04,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-05,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-06,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-07,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-08,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-09,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-10,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-11,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-12,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-13,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-14,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-15,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-16,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-17,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-18,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-19,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-20,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-21,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-22,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-23,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-24,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-25,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-26,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-27,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-28,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-29,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-30,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-31,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-01,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-02,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-03,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-04,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-05,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-06,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-07,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-08,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-09,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-10,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-11,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-12,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-13,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-14,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-15,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-16,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-17,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-18,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-19,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-20,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-21,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-22,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-23,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-24,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-25,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-26,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-27,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-28,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-29,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-30,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-31,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-01,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-02,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-03,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-04,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-05,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-06,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-07,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-08,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-09,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-10,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-11,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-12,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-13,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-14,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-15,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-16,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-17,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-18,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-19,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-20,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-21,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-22,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-23,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-24,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-25,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-26,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-27,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-28,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-29,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-30,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-01,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-02,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-03,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-04,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-05,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-06,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-07,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-08,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-09,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-10,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-11,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-12,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-13,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-14,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-15,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-16,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-17,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-18,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-19,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-20,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-21,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-22,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-23,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-24,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-25,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-26,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-27,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-28,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-29,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-30,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-10-31,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-01,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-02,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-03,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-04,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-05,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-06,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-07,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-08,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-09,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-10,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-11,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-12,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-13,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-14,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-15,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-16,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-17,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-18,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-19,,,,,18.54,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-20,,,,,24.57,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-21,,,,,21.73,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-22,,,,,18.83,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-23,,,,,23.69,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-24,,,,,23.81,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-25,,,,,21.4,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-26,,,,,22.3,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-27,,,,,26.17,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-28,,,,,32.21,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-29,,,,,26.52,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-11-30,,,,,27.5,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-01,,,,,25.79,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-02,,,,,29.07,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-03,,,,,28.17,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-04,,,,,26.61,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-05,,,,,23.47,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-06,,,,,21.11,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-07,,,,,23.93,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-08,,,,,21.25,,0.0,193.86,,0.0,0.0,0.0,,
Mumbai,2017-12-09,,,,,18.76,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-10,,,,,19.05,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-11,,,,,23.32,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-12,,,,,31.43,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-13,,,,,31.13,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-14,,,,,33.07,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-15,,,,,35.05,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-16,,,,,33.31,,0.0,,,0.73,1.95,1.74,,
Mumbai,2017-12-17,,,,,35.3,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-18,,,,,57.84,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-19,,,,,106.01,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-20,,,,,170.9,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-21,,,,,129.09,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-22,,,,,130.96,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-23,,,,,129.07,,0.0,3.62,,0.0,0.0,0.0,,
Mumbai,2017-12-24,,,,,132.17,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-25,,,,,84.58,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-26,,,,,76.02,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-27,,,,,127.0,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-28,,,,,156.72,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-29,,,,,163.79,,0.0,,17.24,0.0,0.0,0.0,,
Mumbai,2017-12-30,,,,,146.13,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-31,,,,,149.36,,0.0,,,0.0,0.0,0.0,,
Mumbai,2018-01-01,,,,,123.48,,0.28,,,0.0,0.0,0.0,,
Mumbai,2018-01-02,,,,,148.1,,1.64,,,0.0,0.0,0.0,,
Mumbai,2018-01-03,,,,,115.35,,3.64,,,0.0,0.0,0.0,,
Mumbai,2018-01-04,,,,,112.87,,3.55,,,0.0,0.0,0.0,,
Mumbai,2018-01-05,,,,,81.9,,2.68,,,0.0,0.0,0.0,,
Mumbai,2018-01-06,,,,,111.01,,2.97,,,0.0,0.0,0.0,,
Mumbai,2018-01-07,,,,,86.45,,2.62,,,0.0,0.0,0.0,,
Mumbai,2018-01-08,,,,,77.62,,2.49,,,0.0,0.0,0.0,,
Mumbai,2018-01-09,,,,,71.35,,2.14,,,0.0,0.0,0.0,,
Mumbai,2018-01-10,,,,,107.05,,2.43,,,0.0,0.0,0.0,,
Mumbai,2018-01-11,,,,,81.3,,2.13,,,0.0,0.0,0.0,,
Mumbai,2018-01-12,,,,,84.96,,2.16,,,0.0,0.0,0.0,,
Mumbai,2018-01-13,,,,,41.92,,1.93,,,0.0,0.0,0.0,,
Mumbai,2018-01-14,,,,,74.0,,2.12,,,0.0,0.0,0.0,,
Mumbai,2018-01-15,,,,,108.92,,2.53,,,0.0,0.0,0.0,,
Mumbai,2018-01-16,,,123.26,,94.91,,1.96,,,0.0,0.0,0.0,,
Mumbai,2018-01-17,,,133.25,,83.65,,1.46,,,0.0,0.0,0.0,,
Mumbai,2018-01-18,,,,,94.41,,1.22,,,0.0,0.0,0.0,,
Mumbai,2018-01-19,,,,,137.24,,1.42,,,0.0,0.0,0.0,,
Mumbai,2018-01-20,,,,,79.37,,1.16,,,0.0,0.0,0.0,,
Mumbai,2018-01-21,,,,,81.58,,1.29,,,0.0,0.0,0.0,,
Mumbai,2018-01-22,,,42.38,,86.28,,1.3,,,0.0,0.0,0.0,,
Mumbai,2018-01-23,,,,,28.18,,0.83,,,0.0,0.0,0.0,,
Mumbai,2018-01-24,,,,,90.98,,0.1,,,0.0,0.0,0.0,,
Mumbai,2018-01-25,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2018-01-26,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2018-01-27,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2018-01-28,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2018-01-29,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2018-01-30,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2018-01-31,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2018-02-01,,,,,143.92,,1.4,,,0.0,0.0,0.0,,
Mumbai,2018-02-02,,,,,94.33,,1.3,,3.77,0.0,0.0,0.0,,
Mumbai,2018-02-03,,,,,44.52,,1.06,,,0.0,0.0,0.0,,
Mumbai,2018-02-04,,,,,127.49,,1.79,,95.71,0.0,0.0,0.0,,
Mumbai,2018-02-05,,,,,101.68,,1.59,,,0.0,0.0,0.0,,
Mumbai,2018-02-06,,,,,95.36,,1.69,,,0.0,0.0,0.0,,
Mumbai,2018-02-07,,,,,68.63,,1.62,,,0.0,0.0,0.0,,
Mumbai,2018-02-08,,,,,62.84,,1.6,,,0.0,0.0,0.0,,
Mumbai,2018-02-09,,,,,51.04,,1.37,,,0.0,0.0,0.0,,
Mumbai,2018-02-10,,,,,88.28,,1.54,,,0.0,0.0,0.0,,
Mumbai,2018-02-11,,,,,41.31,,1.33,,,0.0,0.0,0.0,,
Mumbai,2018-02-12,,,,,33.95,,1.04,,,0.0,0.0,0.0,,
Mumbai,2018-02-13,,,,,64.53,,1.41,,,0.0,0.0,0.0,,
Mumbai,2018-02-14,,,,,93.35,,1.5,,4.23,0.0,0.0,0.0,,
Mumbai,2018-02-15,,,,,40.8,,1.01,,,0.0,0.0,0.0,,
Mumbai,2018-02-16,,,,,58.1,,0.96,,,0.0,0.0,0.0,,
Mumbai,2018-02-17,,,,,51.66,,0.99,,,0.0,0.0,0.0,,
Mumbai,2018-02-18,,,,,66.03,,0.98,,,0.0,0.0,0.0,,
Mumbai,2018-02-19,,,,,83.43,,1.08,,,0.0,0.0,0.0,,
Mumbai,2018-02-20,,,,,57.73,,1.18,68.43,66.1,0.0,0.0,0.0,,
Mumbai,2018-02-21,,,,,51.36,,1.2,,64.74,0.0,0.0,0.0,,
Mumbai,2018-02-22,,,202.14,,116.57,,1.53,,,0.0,0.0,0.0,,
Mumbai,2018-02-23,,,,,107.44,,1.37,,,0.0,0.0,0.0,,
Mumbai,2018-02-24,,,151.34,,195.92,,1.55,,,0.0,0.0,0.0,,
Mumbai,2018-02-25,,,195.15,,185.01,,1.71,,,0.0,0.0,0.0,,
Mumbai,2018-02-26,,,127.13,,200.29,,1.65,,,0.0,0.0,0.0,,
Mumbai,2018-02-27,,,,8.94,271.94,,1.81,,,0.0,0.0,0.0,,
Mumbai,2018-02-28,,,42.81,,267.06,,1.93,,7.09,0.0,0.0,0.0,,
Mumbai,2018-03-01,,,39.08,,255.18,,1.97,,,0.0,0.0,0.0,,
Mumbai,2018-03-02,,,,,119.47,,2.07,,,0.0,0.0,0.0,,
Mumbai,2018-03-03,,,,,120.64,,1.88,,,0.0,0.0,0.0,,
Mumbai,2018-03-04,,,,,57.87,,1.7,,,0.0,0.0,0.0,,
Mumbai,2018-03-05,,,,,74.6,,1.7,,,0.0,0.0,0.0,,
Mumbai,2018-03-06,,,,,70.27,,1.78,,,0.0,0.0,0.0,,
Mumbai,2018-03-07,,,,,44.13,,1.72,,,0.0,0.0,0.0,,
Mumbai,2018-03-08,,,,,104.37,,1.73,,,0.0,0.0,0.0,,
Mumbai,2018-03-09,,,,,118.72,,1.8,,,0.0,0.0,0.0,,
Mumbai,2018-03-10,,,,,21.7,,1.74,,,0.0,0.0,0.0,,
Mumbai,2018-03-11,,,61.16,,76.15,,1.86,,,0.0,0.0,0.0,,
Mumbai,2018-03-12,,,100.18,,110.99,,1.67,,,0.0,0.0,0.0,,
Mumbai,2018-03-13,,,,,63.2,,1.34,,,0.0,0.0,0.0,,
Mumbai,2018-03-14,,,,,33.58,,1.26,,145.42,0.0,0.0,0.0,,
Mumbai,2018-03-15,,,,,53.56,,1.31,,,0.0,0.0,0.0,,
Mumbai,2018-03-16,,,,,59.86,,1.5,,3.36,0.0,0.0,0.0,,
Mumbai,2018-03-17,,,,,58.81,,1.48,,,0.0,0.0,0.0,,
Mumbai,2018-03-18,,,,,60.39,,1.36,,,0.0,0.0,0.0,,
Mumbai,2018-03-19,,,,,47.85,,1.4,,,0.0,0.0,0.0,,
Mumbai,2018-03-20,,,,,50.96,,1.44,,,0.0,0.0,0.0,,
Mumbai,2018-03-21,,,,,40.09,,1.53,,,0.0,0.0,0.0,,
Mumbai,2018-03-22,,,,,67.51,,1.91,,,0.0,0.0,0.0,,
Mumbai,2018-03-23,,,,,80.68,,1.72,,,0.0,0.0,0.0,,
Mumbai,2018-03-24,,,,,56.04,,1.7,,,0.0,0.0,0.0,,
Mumbai,2018-03-25,,,,,80.13,,1.67,,,0.0,0.0,0.0,,
Mumbai,2018-03-26,,,,,67.93,,1.66,164.37,,0.0,0.0,0.0,,
Mumbai,2018-03-27,,,,,38.38,,1.05,,,0.0,0.0,0.0,,
Mumbai,2018-03-28,,,,,42.56,,1.36,,,0.0,0.0,0.0,,
Mumbai,2018-03-29,,,,,45.33,,1.17,,,0.0,0.0,0.0,,
Mumbai,2018-03-30,,,,,59.32,,1.11,,,0.0,0.0,0.0,,
Mumbai,2018-03-31,,,,,50.75,,1.1,,,0.0,0.0,0.0,,
Mumbai,2018-04-01,,,,,87.87,,1.37,,30.84,0.0,0.0,0.0,,
Mumbai,2018-04-02,,,,,62.32,,1.27,,90.35,0.0,0.0,0.0,,
Mumbai,2018-04-03,,,,,65.69,,1.32,,,0.0,0.0,0.0,,
Mumbai,2018-04-04,,,,,49.2,,1.16,,,0.0,0.0,0.0,,
Mumbai,2018-04-05,,,,,62.54,,1.23,,,0.0,0.0,0.0,,
Mumbai,2018-04-06,,,,,81.13,,1.29,,,0.0,0.0,0.0,,
Mumbai,2018-04-07,,,,,83.74,,1.29,,,0.0,0.0,0.0,,
Mumbai,2018-04-08,,,,,98.44,,1.44,,,0.0,0.0,0.0,,
Mumbai,2018-04-09,,,,,111.33,,1.55,,,0.0,0.0,0.0,,
Mumbai,2018-04-10,,,,,60.39,,1.36,,,1.44,1.32,0.66,,
Mumbai,2018-04-11,,,,,76.87,,1.37,,,0.0,0.0,0.0,,
Mumbai,2018-04-12,,,,,44.32,,1.31,11.18,3.92,0.0,0.0,0.0,,
Mumbai,2018-04-13,,,,,55.5,,1.34,,,0.0,0.0,0.0,,
Mumbai,2018-04-14,,,,,52.03,,1.32,,,0.0,0.0,0.0,,
Mumbai,2018-04-15,,,,,37.38,,1.28,,,0.0,0.0,0.0,,
Mumbai,2018-04-16,,,,,40.71,,1.29,,,0.0,0.0,0.0,,
Mumbai,2018-04-17,,,,,56.06,,1.44,,,1.87,1.21,0.71,,
